citation,source_url,title,dd_ordinal_nodes
15/2023/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--168125,"Luật khám bệnh, chữa bệnh 2023 số 15/2023/QH15",31
15/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--175211,"Nghị định số 15/2025/NĐ-CP Quy định việc quản lý, sử dụng và khai thác tài sản kết cấu hạ tầng đường sắt",30
15/2026/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--5809dfa0-6de0-11f1-9036-3bddcf58c6b4,Nghị quyết số 15/2026/NQ-CP Tạm ngưng hiệu lực Nghị định số 46/2026/NĐ-CP ngày 26 tháng 01 năm 2026 và Nghị quyết số 66.13/2026/NQ-CP ngày 27 tháng 01 năm 2026 của Chính phủ,2
150/2016/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--115596,"Nghị định số 150/2016/NĐ-CP Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Văn phòng Chính phủ",4
150/2020/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--146472,Nghị định số 150/2020/NĐ-CP Về chuyển đơn vị sự nghiệp công lập thành công ty cổ phần,15
150/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--62ef51f0-58a7-11f1-b03f-3bc761fca817,Nghị định số 150/2026/NĐ-CP về Quy định về tổ chức cán bộ và điều kiện bảo đảm hoạt động của hệ thống thi hành án dân sự,4
151/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--c32b0f60-58b5-11f1-bb7f-e55b57338b33,"Nghị định số 151/2026/NĐ-CP về Quy định về tổ chức và hoạt động của văn phòng thi hành án dân sự, Thừa hành viên",7
152/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--178327,"Nghị định số 152/2025/NĐ-CP Quy định về phân cấp, phân quyền trong lĩnh vực thi đua, khen thưởng; quy định chi tiết và hướng dẫn thi hành một số điều của Luật Thi đua, khen thưởng",12
152/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--31537140-58ab-11f1-b443-b36c00ed7382,Nghị định số 152/2026/NĐ-CP về Quy định chi tiết một số điều và biện pháp thi hành Luật Thi hành án dân sự,19
153/2003/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--20826,"Nghị định số 153/2003/NĐ-CP Về việc thành lập thị xã Phúc Yên và huyện Tam Đảo, tỉnh Vĩnh Phúc",1
153/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--178325,"Nghị định số 153/2025/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 72/2023/NĐ-CP ngày 26 tháng 9 năm 2023 của Chính phủ quy định tiêu chuẩn, định mức sử dụng xe ô tô",9
154/2013/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--32784,Nghị định số 154/2013/NĐ-CP Quy định về khu công nghiệp thông tin tập trung,5
154/2016/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--115472,Nghị định số 154/2016/NĐ-CP Về phí bảo vệ môi trường đối với nước thải,3
154/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--132179,"Nghị định số 154/2018/NĐ-CP Sửa đổi, bổ sung, bãi bỏ một số quy định về điều kiện đầu tư, kinh doanh trong lĩnh vực quản lý nhà nước của Bộ Khoa học và Công nghệ và một số quy định về kiểm tra chuyên ngành",1
154/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--172423,Nghị định số Số: 154/2024/NĐ-CP Quy định chi tiết một số điều và biện pháp thi hành Luật Cư trú,6
154/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--178324,Nghị định số 154/2025/NĐ-CP Quy định về tinh giản biên chế,3
155/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--173527,Nghị định số 155/2024/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực khí tượng thủy văn.,9
155/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--178326,"Nghị định số 155/2025/NĐ-CP Quy định tiêu chuẩn, định mức sử dụng trụ sở làm việc, cơ sở hoạt động sự nghiệp",4
156/2013/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--32582,"Nghị định số 156/2013/NĐ-CP Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam",1
156/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--180301,Nghị định số 156/2024/NĐ-CP Quy định về đấu giá biển số xe,4
156/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--178414,"Nghị định số 156/2025/NĐ-CP sửa đổi, bổ sung một số điều của Nghị định số 55/2015/NĐ-CP ngày 09/6/2015 của Chính phủ về chính sách tín dụng phục vụ phát triển nông nghiệp, nông thôn đã được sửa đổi, bổ sung một số điều theo Nghị định số 116/2018/NĐ-CP ngày 07/9/2018 của Chính phủ",1
157/2007/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--113354,"Nghị định số 157/2007/NĐ-CP Quy định chế độ trách nhiệm đối với người đứng đầu cơ quan, tổ chức, đơn vị của nhà nước trong thi hành nhiệm vụ, công vụ",3
157/2016/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--116689,"Nghị định số 157/2016/NĐ-CP Sửa đổi, bổ sung Nghị định số 150/2006/NĐ-CP ngày 12 tháng 12 năm 2006 quy định chi tiết và hướng dẫn thi hành một số điều Pháp lệnh Cựu chiến binh",1
157/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--132862,Nghị định số 157/2018/NĐ-CP Quy định mức lương tối thiểu vùng đối với người lao động làm việc theo hợp đồng lao động,1
157/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--179780,"Nghị định số 157/2025/NĐ-CP Quy định chi tiết và biện pháp thi hành một số điều của Luật Bảo hiểm xã hội về bảo hiểm xã hội bắt buộc đối với quân nhân, công an nhân dân, dân quân thường trực và người làm công tác cơ yếu hưởng lương như đối với quân nhân",2
157/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--67d758c0-6937-11f1-a969-633cb7f759df,"Nghị định số 157/2026/NĐ-CP Về thanh toán, quyết toán vốn ngân sách nhà nước để cấp bù lãi suất cho các ngân hàng thương mại thực hiện các chính sách tín dụng ưu đãi của Nhà nước",1
158/2004/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--19318,Nghị định số 158/2004/NĐ-CP Về việc thành lập Ban Thi đua - Khen thưởng Trung ương,1
158/2020/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--146469,Nghị định số 158/2020/NĐ-CP Về chứng khoán phái sinh và thị trường chứng khoán phái sinh,11
158/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--173412,Nghị định số 158/2024/NĐ-CP Quy định về hoạt động vận tải đường bộ,17
158/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--178757,Nghị định số 158/2025/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Luật Bảo hiểm xã hội về bảo hiểm xã hội bắt buộc,4
159/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--173535,"Nghị định số 159/2024/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 01/2019/NĐ-CP ngày 01 tháng 01 năm 2019 của Chính phủ về Kiểm lâm và Lực lượng chuyên trách bảo vệ rừng",1
159/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--6268bd90-8c80-11f1-9397-a970bbf8e92d,"Nghị định số 159/2026/NĐ-CP Quy định về giảng viên đồng cơ hữu trong các cơ sở giáo dục nghề nghiệp, cơ sở giáo dục đại học công lập",2
16/1999/QH10,https://vbpl.vn/van-ban/chi-tiet/van-ban--6153,Luật Sỹ quan quân đội nhân dân Việt Nam số 16/1999/QH10,1
16/2003/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--19414,Luật Xây dựng số 16/2003/QH11,28
16/2004/PL-UBTVQH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--19406,Pháp lệnh số 16/2004/PL-UBTVQH11 Giống vật nuôi,3
16/2006/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--16787,"Nghị định số 16/2006/NĐ-CP Quy định về việc khôi phục danh dự, đền bù, trợ cấp cho cơ quan, tổ chức, cá nhân bị thiệt hại do tham gia bảo vệ an ninh quốc gia",2
16/2011/UBTVQH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26759,"Pháp lệnh số 16/2011/UBTVQH12 Quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ",9
16/2012/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--27617,Luật Quảng cáo số 16/2012/QH13,4
16/2014/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--33557,Nghị định số 16/2014/NĐ-CP Về quản lý cán cân thanh toán quốc tế của Việt Nam,3
16/2017/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--126306,Luật Lâm nghiệp số 16/2017/QH14,23
16/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--128322,Nghị định số 16/2018/NĐ-CP Về việc công bố tuyến hàng hải và phân luồng giao thông trong lãnh hải Việt Nam.,2
16/2022/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--153809,Nghị định số 16/2022/NĐ-CP Quy định về xử phạt vi phạm hành chính về xây dựng,75
16/2023/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--166416,"Nghị định số 16/2023/NĐ-CP Về tổ chức quản lý và hoạt động của doanh nghiệp trực tiếp phục vụ quốc phòng, an ninh và doanh nghiệp kết hợp kinh tế với quốc phòng, an ninh; sửa đổi quy định tại điểm g khoản 1 Điều 23 Nghị định số 47/2021/NĐ-CP ngày 01 tháng 4 năm 2021 của Chính phủ quy định chi tiết một số điều của Luật Doanh nghiệp",2
16/2023/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--167565,Luật Giá số 16/2023/QH15,21
16/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--165765,"Nghị định số 16/2024/NĐ-CP về người hành nghề khám bệnh, chữa bệnh và cơ sở khám bệnh, chữa bệnh thuộc lực lượng vũ trang nhân dân",15
16/2026/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--962c6ab0-6966-11f1-950a-f370f719a087,"Nghị quyết số 16/2026/NQ-CP Quy định về cơ chế, chính sách tháo gỡ khó khăn, vướng mắc đối với dự án đầu tư theo hình thức Xây dựng - Chuyển giao",1
160/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--179107,Nghị định số 160/2025/NĐ-CP Quy định về Quỹ Phát triển dữ liệu quốc gia,13
160/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--e86fb920-7cef-11f1-b034-558b5a933713,Nghị định số 160/2026/NĐ-CP Quy định cơ sở dữ liệu về thi hành án hình sự,4
161/2003/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--20559,Nghị định số 161/2003/NĐ-CP Về Quy chế khu vực biên giới biển,2
161/2004/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--19196,Nghị định số 161/2004/NĐ-CP Về xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán,10
161/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--179782,"Nghị định số 161/2025/NĐ-CP Quy định chi tiết một số điều và biện pháp thi hành Pháp lệnh Quản lý, bảo vệ Khu Di tích Lăng Chủ tịch Hồ Chí Minh",6
161/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--51792470-5977-11f1-a95b-018344c97c3a,"Quy định mức lương cơ sở và chế độ tiền thưởng đối với cán bộ, công chức, viên chức và lực lượng vũ trang",5
162/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--173699,"Nghị định số 162/2024/NĐ-CP về điều kiện cấp giấy phép đối với quỹ tín dụng nhân dân, tổ chức tài chính vi mô và điều kiện đối với chủ sở hữu của tổ chức tín dụng là công ty TNHH một thành viên, cổ đông sáng lập, thành viên sáng lập",6
162/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--179697,"Nghị định số 162/2025/NĐ-CP hướng dẫn Luật Phòng, chống mua bán người",10
162/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--2d2f4fe0-59a4-11f1-88ec-354c1d3c22f4,"Điều chỉnh lương hưu, trợ cấp bảo hiểm xã hội và trợ cấp hằng tháng",2
163/2017/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--131285,Nghị định số 163/2017/NĐ-CP quy định về kinh doanh dịch vụ logistics,1
163/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--173776,Nghị định số 163/2024/NĐ-CP Quy định chi tiết một số điều và biện pháp thi hành Luật Viễn thông,24
163/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--401e82e0-7cf1-11f1-962a-a92b40ea08f1,"Nghị định số 163/2026/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Luật Phòng, chống ma túy",26
164/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--174968,Nghị định số 164/2024/NĐ-CP Quy định về tổ chức và hoạt động thanh tra Công an nhân dân,2
164/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--179140,Nghị định số 164/2025/NĐ-CP Quy định về giao dịch điện tử trong lĩnh vực bảo hiểm xã hội và Cơ sở dữ liệu quốc gia về bảo hiểm,2
165/2013/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--32601,"Nghị định số 165/2013/NĐ-CP Quy định việc quản lý, sử dụng và danh mục các phương tiện, thiết bị kỹ thuật nghiệp vụ được sử dụng để phát hiện vi phạm hành chính về trật tự, an toàn giao thông và bảo vệ môi trường",1
165/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--132713,Nghị định số 165/2018/NĐ-CP Về giao dịch điện tử trong hoạt động tài chính,1
165/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--179108,Nghị định số 165/2025/NĐ-CP Quy định chi tiết một số điều và biện pháp thi hành Luật Dữ liệu,8
167/2013/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--32600,"Nghị định số 167/2013/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực an ninh, trật tự, an toàn xã hội; phòng, chống tệ nạn xã hội; phòng cháy và chữa cháy; phòng, chống bạo lực gia đình",27
167/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--73459340-7cf4-11f1-ac53-5d1e25f2892b,Nghị định số 167/2026/NĐ-CP Quy định chi tiết một số điều của Luật Dẫn độ,2
168/2017/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--130762,Nghị định số 168/2017/NĐ-CP Quy định chi tiết một số điều của Luật Du lịch,3
168/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--173920,"Nghị định số 168/2024/NĐ-CP Quy định xử phạt vi phạm hành chính về trật tự, an toàn giao thông trong lĩnh vực giao thông đường bộ; trừ điểm, phục hồi điểm giấy phép lái xe",77
169/2007/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--13105,Nghị định số 169/2007/NĐ-CP Về huy động tiềm lực khoa học và công nghệ phục vụ công tác công an,2
169/2016/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--118125,Nghị định số 169/2016/NĐ-CP Về xử lý hàng hóa do người vận chuyển lưu giữ tại cảng biển Việt Nam,1
169/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--175007,"Nghị định số 169/2024/NĐ-CP quy định chi tiết về tổ chức, hoạt động của Ủy ban nhân dân phường của Thành phố Hà Nội",1
169/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--179109,"Nghị định số 169/2025/NĐ-CP Quy định hoạt động khoa học, công nghệ, đổi mới sáng tạo và sản phẩm, dịch vụ về dữ liệu",7
169/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--1fb56670-688f-11f1-a040-9b421432560c,Nghị định số 169/2026/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực hải quan,21
17/1999/PL-UBTVQH10,https://vbpl.vn/van-ban/chi-tiet/van-ban--6151,Pháp lệnh số 17/1999/PL-UBTVQH10 Thương phiếu,2
17/2004/PL-UBTVQH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--19465,Pháp lệnh số 17/2004/PL-UBTVQH11 Dự trữ quốc gia,5
17/2008/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--12803,Luật Ban hành văn bản quy phạm pháp luật số 17/2008/QH12,14
17/2012/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--27616,Luật Tài nguyên nước số 17/2012/QH13,22
17/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--130207,"Nghị định số 17/2018/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 67/2014/NĐ-CP ngày 07 tháng 7 năm 2014 của Chính phủ về một số chính sách phát triển thủy sản",2
17/2021/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--146847,"Nghị định số 17/2021/NĐ-CP Quy định về chính sách đối với thanh niên xung phong, thanh niên tình nguyện",3
17/2023/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--166269,Luật Hợp tác xã số 17/2023/QH15,25
17/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--175145,"Nghị định số 17/2025/NĐ-CP Sửa đổi, bổ sung một số điều của các Nghị định quy định chi tiết một số điều và biện pháp thi hành Luật Đấu thầu",7
17/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--186426,"Nghị định số 17/2026/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 162/2018/NĐ-CP ngày 30 tháng 11 năm 2018 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực hàng không dân dụng được sửa đổi, bổ sung bởi Nghị định số 123/2021/NĐ-CP ngày 28 tháng 12 năm 2021 của Chính phủ về sửa đổi, bổ sung một số điều của các Nghị định quy định xử phạt vi phạm hành chính trong lĩnh vực hàng hải; giao thông đường bộ, đường sắt; hàng không dân dụng và Nghị định số 282/2025/NĐ-CP ngày 30 tháng 10 năm 2025 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực an ninh, trật tự, an toàn xã hội; phòng, chống tệ nạn xã hội; phòng, chống bạo lực gia đình (Nghị định số 162/2018/NĐ-CP) về thẩm quyền xử phạt vi phạm hành chính.",14
170/2016/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--118130,"Nghị định số 170/2016/NĐ-CP Quy định về việc công bố, tiếp nhận, xử lý và truyền phát thông tin an ninh hàng hải",1
170/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--175222,Nghị định số 170/2024/NĐ-CP Quy định chi tiết về tổ chức chính quyền đô thị tại thành phố Đà Nẵng,1
170/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--179178,"Nghị định số 170/2025/NĐ-CP Quy định về tuyển dụng, sử dụng và quản lý công chức",19
170/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--56ceb630-7cf7-11f1-a988-c7ab39d3fd13,Nghị định số 170/2026/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Luật Thi hành án hình sự,9
171/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--174929,"Nghị định số 171/2024/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 166/2017/NĐ-CP ngày 31 tháng 12 năm 2017 của Chính phủ quy định tiêu chuẩn, định mức và chế độ quản lý, sử dụng tài sản công của cơ quan Việt Nam ở nước ngoài",1
171/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--179122,"Nghị định số 171/2025/NĐ-CP Quy định về đào tạo, bồi dưỡng công chức",4
171/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--6fb79410-7d00-11f1-be89-d34e88ab47ed,Nghị định số 171/2026/NĐ-CP Quy định chi tiết một số điều của Luật Chuyển giao người đang chấp hành án phạt tù,3
172/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--8ca81120-7d01-11f1-9c2d-87298cdf83ca,"Nghị định số 172/2026/NĐ-CP Quy định chi tiết chi phí thực hiện và kinh phí bảo đảm công tác dẫn độ, công tác chuyển giao người đang chấp hành án phạt tù, công tác tương trợ tư pháp về hình sự",3
173/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--179121,Nghị định số 173/2025/NĐ-CP Về hợp đồng thực hiện nhiệm vụ của công chức,4
174/2016/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--118313,Nghị định số 174/2016/NĐ-CP Quy định chi tiết một số điều của Luật kế toán,3
175/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--179092,"Nghị định số 175/2025/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 10/2022/NĐ-CP ngày 15 tháng 01 năm 2022 của Chính phủ quy định về lệ phí trước bạ;",1
175/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--0d11d6e0-58d4-11f1-841a-cbfcf91acfa1,"Nghị định 175/2026/NĐ-CP Quy định về tổ chức, hoạt động của chương trình, dự án tài chính vi mô của tổ chức chính trị - xã hội, tổ chức phi chính phủ",2
176/2004/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--19144,"Nghị định số 176/2004/NĐ-CP Về việc thành lập thị xã Lai Châu và thành lập thị trấn thuộc các huyện Tam Đường, Phong Thổ, tỉnh Lai Châu",1
176/2013/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--32779,Nghị định số 176/2013/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực y tế,62
176/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--184035,Nghị định số 176/2025/NĐ-CP hướng dẫn Luật Bảo hiểm xã hội về trợ cấp hưu trí xã hội,1
176/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--61a7b400-841b-11f1-b278-1515b863fec7,"Nghị định số 176/2026/NĐ-CP Quy định chính sách ưu đãi đối với giảng viên, sinh viên, học viên cao học, nghiên cứu sinh, cán bộ quản lý trong lĩnh vực điện hạt nhân",4
177/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--173864,"Nghị định số 177/2024/NĐ-CP quy định chế độ, chính sách đối với các trường hợp không tái cử, tái bổ nhiệm và cán bộ thôi việc, nghỉ hưu theo nguyện vọng",3
177/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--179011,"Nghị định số 177/2025/NĐ-CP Sửa đổi, bổ sung các Nghị định trong lĩnh vực thỏa thuận quốc tế; xử lý một số vấn đề liên quan đến việc tổ chức chính quyền địa phương 02 cấp và sắp xếp tổ chức bộ máy trong lĩnh vực thỏa thuận quốc tế",4
177/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--8f7fdb00-599b-11f1-963e-d58534a07a5b,Nghị định 177/2026/NĐ-CP Quy định chi tiết một số điều và biện pháp thi hành Luật Giám định tư pháp,15
178/2013/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--32778,Nghị định số 178/2013/NĐ-CP Quy định xử phạt vi phạm hành chính về an toàn thực phẩm,32
178/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--f94f9970-5a46-11f1-bb9c-e1021f63cd35,"Nghị định 178/2026/NĐ-CP Quy định việc quản lý, sử dụng và khai thác tài sản kết cấu hạ tầng do Nhà nước đầu tư, quản lý",4
179/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--26aa1ef0-841c-11f1-a7fa-bfe5146883d7,"Nghị định số 179/2026/NĐ-CP Quy định chính sách học bổng cho người học các ngành khoa học cơ bản, kỹ thuật then chốt và công nghệ chiến lược",1
18/2000/QH10,https://vbpl.vn/van-ban/chi-tiet/van-ban--6147,"Luật Sửa đổi, bổ sung một số điều của Luật đầu tư nước ngoài tại Việt Nam số 18/2000/QH10",1
18/2004/PL-UBTVQH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--19464,Pháp lệnh số 18/2004/PL-UBTVQH11 Thú y,11
18/2008/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--12804,Luật Năng lượng nguyên tử số 18/2008/QH12,31
18/2010/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--25059,"Nghị định số 18/2010/NĐ-CP Về đào tạo, bồi dưỡng công chức",1
18/2013/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--28091,"Nghị định số 18/2013/NĐ-CP Quy định tiêu chuẩn vật chất hậu cần đối với sĩ quan, hạ sĩ quan, chiến sĩ đang phục vụ trong lực lượng công an nhân dân",2
18/2014/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--33649,"Nghị định số 18/2014/NĐ-CP Quy định về chế độ nhuận bút trong lĩnh vực báo chí, xuất bản",2
18/2017/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--126307,Luật Thủy sản số 18/2017/QH14,48
18/2019/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--134065,Nghị định số 18/2019/NĐ-CP Về quản lý và thực hiện hoạt động khắc phục hậu quả bom mìn vật nổ sau chiến tranh,7
18/2020/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--140839,Nghị định số 18/2020/NĐ-CP Xử phạt vi phạm hành chính trong lĩnh vực đo đạc và bản đồ,12
18/2021/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--151157,"Nghị định số 18/2021/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 134/2016/NĐ-CP ngày 01 tháng 9 năm 2016 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật Thuế xuất khẩu, thuế nhập khẩu",10
18/2022/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--154119,Nghị định số 18/2022/NĐ-CP Về Nghi lễ đối ngoại,13
18/2023/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--160211,"Nghị định số 18/2023/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 40/2018/NĐ-CP ngày 12 tháng 3 năm 2018 của Chính phủ về quản lý hoạt động kinh doanh theo phương thức đa cấp",1
18/2023/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--167216,Luật Phòng thủ dân sự số 18/2023/QH15,14
18/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--170640,"Nghị định số 18/2024/NĐ-CP Về Giải thưởng Hồ Chí Minh, Giải thưởng Nhà nước và các giải thưởng khác về khoa học và công nghệ",3
18/2025/nđ-cp,https://vbpl.vn/van-ban/chi-tiet/van-ban--174861,Nghị định số 18/2025/nđ-cp Quy định chi tiết một số điều của Luật Điện lực liên quan đến hoạt động mua bán điện và tình huống bảo đảm cung cấp điện,1
